user_id,user_email,user_first_name,user_last_name,user_dob,user_role,user_phone,user_city,user_state,user_zip,user_school,user_employer,user_field_of_interest,user_password
213,madison.brown228@community.org,Madison,Brown,4/25/01,participant,801-844-7229,Orem,UT,84537,,Community Center,Both,default
214,addison.williams229@ellarises.org,Addison,Williams,5/24/07,participant,801-651-6139,Sandy,UT,84020,North Summit High,,Arts,default
215,grace.clark230@community.org,Grace,Clark,8/26/02,participant,801-341-9498,Provo,UT,84723,,Cafe Rio,Arts,default
216,levi.king231@community.org,Levi,King,12/16/09,participant,801-377-8531,Lehi,UT,84980,UVU,,Both,default
217,stella.taylor232@community.org,Stella,Taylor,7/8/10,participant,801-452-5571,Sandy,UT,84981,BYU,,STEM,default
218,brooklyn.jackson233@studentmail.org,Brooklyn,Jackson,7/28/10,participant,801-691-6714,Spanish Fork,UT,84325,,Startup Lab,Both,default
219,penelope.jackson234@ellarises.org,Penelope,Jackson,4/14/01,participant,801-604-6654,Bountiful,UT,84918,BYU,,STEM,default
220,aurora.garcia235@learners.net,Aurora,Garcia,10/19/02,participant,801-462-8849,Riverton,UT,84672,Valley Charter,,Both,default
221,paisley.scott236@learners.net,Paisley,Scott,6/10/03,participant,801-830-4920,St. George,UT,84112,Westview High,,Both,default
222,mason.anderson237@studentmail.org,Mason,Anderson,2/2/14,participant,801-623-6411,Provo,UT,84103,Mountain View High,,STEM,default
223,camila.smith238@studentmail.org,Camila,Smith,8/4/12,participant,801-687-8822,Taylorsville,UT,84669,Valley Charter,,Arts,default
224,claire.jackson239@ellarises.org,Claire,Jackson,1/1/10,participant,801-787-4804,Ogden,UT,84668,,Art Studio,Both,default
225,isabella.lopez240@community.org,Isabella,Lopez,2/10/09,participant,801-237-7504,Orem,UT,84957,North Summit High,,Both,default
226,savannah.williams241@ellarises.org,Savannah,Williams,7/7/05,participant,801-817-2758,Murray,UT,84582,BYU,,Arts,default
227,ethan.king242@community.org,Ethan,King,2/14/04,participant,801-716-8668,St. George,UT,84872,Valley Charter,,STEM,default
228,skylar.hernandez243@community.org,Skylar,Hernandez,7/10/14,participant,801-390-1230,Layton,UT,84736,UVU,,Arts,default
229,zoey.lopez244@community.org,Zoey,Lopez,12/28/06,participant,801-535-2421,Taylorsville,UT,84528,,Tech Apprenticeship,STEM,default
230,riley.rodriguez245@community.org,Riley,Rodriguez,11/7/03,participant,801-454-1111,Lehi,UT,84959,SLCC,,STEM,default
231,lucas.moore246@learners.net,Lucas,Moore,11/13/03,participant,801-940-1187,Murray,UT,84597,,Tech Apprenticeship,Arts,default
232,lillian.brown247@ellarises.org,Lillian,Brown,5/22/13,participant,801-363-7642,Riverton,UT,84315,,Cafe Rio,Both,default
233,bella.davis248@learners.net,Bella,Davis,12/30/00,participant,801-426-4590,Draper,UT,84630,Mountain View High,,STEM,default
234,hannah.thomas250@ellarises.org,Hannah,Thomas,10/2/99,participant,801-740-6927,Pleasant Grove,UT,84458,,Startup Lab,Both,default
235,ella.brown251@studentmail.org,Ella,Brown,11/29/07,participant,801-535-9525,St. George,UT,84169,East Ridge Middle,,Both,default
236,grace.nguyen252@community.org,Grace,Nguyen,4/1/99,participant,801-722-8298,Ogden,UT,84921,Mountain View High,,STEM,default
237,daniel.clark253@community.org,Daniel,Clark,3/23/14,participant,801-673-6049,Provo,UT,84573,Westview High,,Arts,default
238,eleanor.smith254@studentmail.org,Eleanor,Smith,9/16/13,participant,801-633-6644,Ogden,UT,84047,East Ridge Middle,,Both,default
239,amelia.jones255@community.org,Amelia,Jones,1/14/01,participant,801-618-3948,Provo,UT,84294,,Retail Store,Both,default
240,oliver.white256@community.org,Oliver,White,10/20/99,participant,801-586-7154,Riverton,UT,84891,,Tech Apprenticeship,Both,default
241,ethan.rodriguez257@learners.net,Ethan,Rodriguez,11/11/09,participant,801-750-7439,Logan,UT,84183,North Summit High,,Both,default
242,victoria.smith258@ellarises.org,Victoria,Smith,7/7/07,participant,801-889-9920,Murray,UT,84475,,Cafe Rio,Arts,default
243,madison.thomas259@community.org,Madison,Thomas,4/6/14,participant,801-482-4088,Draper,UT,84159,,Retail Store,STEM,default
244,isabella.clark260@ellarises.org,Isabella,Clark,4/28/11,participant,801-268-2653,West Jordan,UT,84212,Westview High,,Arts,default
245,charlotte.thomas261@ellarises.org,Charlotte,Thomas,11/15/02,participant,801-439-9843,Bountiful,UT,84450,,Retail Store,STEM,default
246,camila.allen262@learners.net,Camila,Allen,12/14/10,participant,801-949-6224,West Jordan,UT,84836,,Local Library,Both,default
247,claire.thomas263@learners.net,Claire,Thomas,4/11/07,participant,801-733-4621,St. George,UT,84677,BYU,,Arts,default
248,amelia.scott264@studentmail.org,Amelia,Scott,9/22/05,participant,801-707-1768,Taylorsville,UT,84570,,Tech Apprenticeship,Both,default
249,leah.king265@learners.net,Leah,King,6/11/06,participant,801-352-5913,Taylorsville,UT,84419,North Summit High,,Both,default
250,jack.thomas266@studentmail.org,Jack,Thomas,5/21/08,participant,801-924-3365,Murray,UT,84879,,Startup Lab,STEM,default
251,noah.clark267@studentmail.org,Noah,Clark,5/29/05,participant,801-461-4331,Bountiful,UT,84249,,Tech Apprenticeship,STEM,default
252,lucas.white268@ellarises.org,Lucas,White,2/9/13,participant,801-474-7179,Sandy,UT,84053,,Local Library,Both,default
253,mia.jones269@studentmail.org,Mia,Jones,10/19/04,participant,801-413-6455,Sandy,UT,84491,,Startup Lab,STEM,default
254,hannah.gonzalez270@ellarises.org,Hannah,Gonzalez,11/24/06,participant,801-448-4350,Spanish Fork,UT,84937,,Startup Lab,STEM,default
255,claire.jackson271@community.org,Claire,Jackson,12/1/04,participant,801-864-6886,Riverton,UT,84547,BYU,,Arts,default
256,daniel.young272@community.org,Daniel,Young,3/8/05,participant,801-939-8692,Logan,UT,84823,,Startup Lab,STEM,default
257,zoe.lee273@community.org,Zoe,Lee,5/13/98,participant,801-426-3390,Provo,UT,84577,BYU,,Both,default
258,oliver.jackson274@studentmail.org,Oliver,Jackson,10/12/10,participant,801-435-7223,Sandy,UT,84338,,Community Center,STEM,default
259,jackson.scott275@learners.net,Jackson,Scott,5/3/08,participant,801-700-9037,Layton,UT,84782,North Summit High,,Both,default
260,stella.hernandez276@studentmail.org,Stella,Hernandez,10/2/09,participant,801-755-1962,Spanish Fork,UT,84189,Westview High,,STEM,default
261,charlotte.smith277@community.org,Charlotte,Smith,7/11/99,participant,801-845-4791,St. George,UT,84863,,Art Studio,STEM,default
262,olivia.wilson278@community.org,Olivia,Wilson,10/14/12,participant,801-832-8916,Draper,UT,84062,Mountain View High,,STEM,default
263,ava.wright279@community.org,Ava,Wright,1/6/10,participant,801-742-5501,Salt Lake City,UT,84018,BYU,,STEM,default
264,mateo.ramirez280@studentmail.org,Mateo,Ramirez,5/4/01,participant,801-298-9591,Logan,UT,84941,Valley Charter,,STEM,default
265,mason.taylor281@learners.net,Mason,Taylor,5/15/06,participant,801-606-2294,Layton,UT,84815,SLCC,,Arts,default
266,addison.anderson282@learners.net,Addison,Anderson,2/5/00,participant,801-865-1519,Ogden,UT,84670,SLCC,,Arts,default
267,leah.scott283@community.org,Leah,Scott,11/9/99,participant,801-209-3807,Provo,UT,84653,Mountain View High,,Arts,default
268,skylar.torres284@ellarises.org,Skylar,Torres,9/28/02,participant,801-243-4764,Pleasant Grove,UT,84942,,Startup Lab,Both,default
269,jack.moore285@ellarises.org,Jack,Moore,8/22/10,participant,801-487-9897,Ogden,UT,84701,,Tech Apprenticeship,STEM,default
270,layla.lee286@ellarises.org,Layla,Lee,9/23/99,participant,801-347-7525,Sandy,UT,84602,BYU,,STEM,default
271,lillian.torres287@community.org,Lillian,Torres,6/17/13,participant,801-973-3292,Lehi,UT,84394,,Art Studio,STEM,default
272,mateo.thompson288@ellarises.org,Mateo,Thompson,8/22/05,participant,801-437-2245,Logan,UT,84448,,Local Library,Both,default
273,james.lee289@ellarises.org,James,Lee,2/12/03,participant,801-661-9038,Layton,UT,84803,UVU,,Both,default
274,leah.ramirez290@studentmail.org,Leah,Ramirez,7/12/03,participant,801-990-5839,Bountiful,UT,84088,,Art Studio,STEM,default
275,abigail.moore291@studentmail.org,Abigail,Moore,8/4/14,participant,801-849-3527,Bountiful,UT,84729,SLCC,,Arts,default
276,natalie.miller292@ellarises.org,Natalie,Miller,1/27/06,participant,801-515-8286,Salt Lake City,UT,84966,,Retail Store,Arts,default
277,mila.rodriguez293@ellarises.org,Mila,Rodriguez,2/25/07,participant,801-659-9395,Orem,UT,84442,East Ridge Middle,,STEM,default
278,emily.thompson294@ellarises.org,Emily,Thompson,7/18/04,participant,801-594-1202,Lehi,UT,84885,SLCC,,Arts,default
279,abigail.scott295@studentmail.org,Abigail,Scott,10/20/01,participant,801-901-7237,Pleasant Grove,UT,84174,North Summit High,,Arts,default
280,brooklyn.moore296@community.org,Brooklyn,Moore,3/10/04,participant,801-371-8121,St. George,UT,84065,SLCC,,Arts,default
281,levi.jones297@learners.net,Levi,Jones,4/27/11,participant,801-452-9123,Layton,UT,84967,,Local Library,STEM,default
282,benjamin.miller298@studentmail.org,Benjamin,Miller,11/29/11,participant,801-605-6443,Murray,UT,84007,SLCC,,Arts,default
283,henry.perez299@community.org,Henry,Perez,9/29/08,participant,801-528-4290,St. George,UT,84308,UVU,,STEM,default
284,james.lee300@learners.net,James,Lee,4/23/05,participant,801-789-4971,Spanish Fork,UT,84991,SLCC,,Arts,default
285,james.white301@ellarises.org,James,White,4/16/13,participant,801-758-3947,Sandy,UT,84607,,Retail Store,Both,default
286,sophia.robinson302@studentmail.org,Sophia,Robinson,3/6/07,participant,801-498-2133,Riverton,UT,84817,,Tech Apprenticeship,Arts,default
287,camila.martin303@studentmail.org,Camila,Martin,6/16/06,participant,801-357-7932,Layton,UT,84675,East Ridge Middle,,Arts,default
288,levi.nguyen304@community.org,Levi,Nguyen,3/12/10,participant,801-908-7853,Pleasant Grove,UT,84946,Westview High,,Arts,default
289,sebastian.hill305@ellarises.org,Sebastian,Hill,9/24/01,participant,801-454-6816,Logan,UT,84788,,Tech Apprenticeship,Both,default
290,mia.torres306@community.org,Mia,Torres,3/28/98,participant,801-640-2735,Lehi,UT,84989,East Ridge Middle,,Arts,default
291,victoria.allen307@studentmail.org,Victoria,Allen,3/29/13,participant,801-600-8586,Riverton,UT,84384,,Local Library,Both,default
292,mateo.martinez308@learners.net,Mateo,Martinez,5/1/07,participant,801-307-5840,Salt Lake City,UT,84495,,Startup Lab,STEM,default
293,ella.martinez309@learners.net,Ella,Martinez,9/8/09,participant,801-666-4389,Murray,UT,84352,Mountain View High,,Arts,default
294,jack.miller310@community.org,Jack,Miller,1/2/99,participant,801-268-5919,Riverton,UT,84327,,Retail Store,Both,default
295,ella.johnson311@learners.net,Ella,Johnson,7/29/09,participant,801-368-4996,Logan,UT,84694,North Summit High,,Both,default
296,lily.perez312@community.org,Lily,Perez,3/7/02,participant,801-614-4022,Riverton,UT,84238,,Tech Apprenticeship,Both,default
297,william.sanchez313@ellarises.org,William,Sanchez,9/21/06,participant,801-806-8037,Sandy,UT,84461,Westview High,,Both,default
298,hannah.wilson314@learners.net,Hannah,Wilson,3/12/02,participant,801-304-9796,Ogden,UT,84592,UVU,,Arts,default
299,nora.robinson315@ellarises.org,Nora,Robinson,5/2/12,participant,801-701-9646,Layton,UT,84687,UVU,,Both,default
300,hazel.flores316@community.org,Hazel,Flores,11/6/11,participant,801-560-8501,Logan,UT,84357,North Summit High,,Both,default
301,brooklyn.flores317@ellarises.org,Brooklyn,Flores,11/6/04,participant,801-320-4908,St. George,UT,84321,East Ridge Middle,,STEM,default
302,zoe.martinez318@community.org,Zoe,Martinez,6/28/07,participant,801-341-7286,Taylorsville,UT,84611,North Summit High,,Arts,default
303,sebastian.lopez319@studentmail.org,Sebastian,Lopez,1/21/05,participant,801-343-4065,Spanish Fork,UT,84296,,Community Center,Arts,default
304,charlotte.thompson320@ellarises.org,Charlotte,Thompson,8/6/10,participant,801-399-7290,Spanish Fork,UT,84140,,Cafe Rio,Both,default
305,jackson.clark321@community.org,Jackson,Clark,10/2/01,participant,801-654-9006,Taylorsville,UT,84728,East Ridge Middle,,Both,default
306,sophia.anderson322@learners.net,Sophia,Anderson,6/22/04,participant,801-430-9808,Provo,UT,84282,North Summit High,,Arts,default
307,jackson.scott323@ellarises.org,Jackson,Scott,3/25/06,participant,801-993-9898,Logan,UT,84275,,Cafe Rio,STEM,default
308,henry.wright324@studentmail.org,Henry,Wright,9/4/04,participant,801-953-5055,Taylorsville,UT,84105,,Community Center,STEM,default
309,lucas.taylor325@learners.net,Lucas,Taylor,9/16/02,participant,801-320-4882,Ogden,UT,84450,,Retail Store,Both,default
310,kennedy.flores326@community.org,Kennedy,Flores,8/23/02,participant,801-342-4385,Orem,UT,84631,,Retail Store,STEM,default
311,kennedy.wright327@learners.net,Kennedy,Wright,6/28/04,participant,801-920-5794,Orem,UT,84332,,Local Library,Arts,default
312,daniel.miller328@studentmail.org,Daniel,Miller,9/17/12,participant,801-260-5543,Taylorsville,UT,84941,North Summit High,,Both,default
313,sofia.thomas329@studentmail.org,Sofia,Thomas,12/23/08,participant,801-453-7434,Lehi,UT,84849,North Summit High,,Both,default
314,paisley.clark330@community.org,Paisley,Clark,1/14/07,participant,801-848-2525,Riverton,UT,84078,,Cafe Rio,Both,default
315,penelope.white331@community.org,Penelope,White,6/8/14,participant,801-795-1040,Spanish Fork,UT,84336,East Ridge Middle,,Both,default
316,benjamin.thompson332@ellarises.org,Benjamin,Thompson,2/4/09,participant,801-639-4470,Bountiful,UT,84224,BYU,,Arts,default
317,aurora.perez333@studentmail.org,Aurora,Perez,1/12/99,participant,801-551-1793,Spanish Fork,UT,84808,East Ridge Middle,,Both,default
318,benjamin.johnson334@ellarises.org,Benjamin,Johnson,8/6/07,participant,801-667-1011,Orem,UT,84452,Valley Charter,,Both,default
319,sofia.martin335@studentmail.org,Sofia,Martin,8/14/03,participant,801-870-6905,Layton,UT,84096,East Ridge Middle,,Arts,default
320,chloe.brown336@community.org,Chloe,Brown,8/18/07,participant,801-916-4836,Murray,UT,84744,,Tech Apprenticeship,STEM,default
321,elizabeth.smith337@studentmail.org,Elizabeth,Smith,8/26/09,participant,801-335-4705,Spanish Fork,UT,84080,,Tech Apprenticeship,Arts,default
322,olivia.smith338@learners.net,Olivia,Smith,9/18/08,participant,801-632-3165,Logan,UT,84881,East Ridge Middle,,STEM,default
323,hazel.garcia339@ellarises.org,Hazel,Garcia,1/28/01,participant,801-576-5902,Logan,UT,84321,SLCC,,STEM,default
324,aria.jones340@ellarises.org,Aria,Jones,2/2/12,participant,801-559-4490,Orem,UT,84451,,Art Studio,STEM,default
325,noah.flores341@community.org,Noah,Flores,11/17/14,participant,801-302-3293,Sandy,UT,84089,East Ridge Middle,,Both,default
326,hazel.thompson342@community.org,Hazel,Thompson,3/18/04,participant,801-343-5059,Lehi,UT,84811,,Tech Apprenticeship,STEM,default
327,addison.scott343@learners.net,Addison,Scott,8/11/02,participant,801-874-5942,Salt Lake City,UT,84869,,Cafe Rio,Both,default
328,daniel.gonzalez344@community.org,Daniel,Gonzalez,2/6/09,participant,801-255-4921,Murray,UT,84662,SLCC,,STEM,default
329,lillian.young345@ellarises.org,Lillian,Young,2/5/05,participant,801-212-6916,Pleasant Grove,UT,84911,North Summit High,,Arts,default
330,oliver.white346@studentmail.org,Oliver,White,5/17/98,participant,801-988-2195,Spanish Fork,UT,84978,,Local Library,STEM,default
331,olivia.taylor347@studentmail.org,Olivia,Taylor,5/13/09,participant,801-261-7520,Provo,UT,84945,BYU,,Both,default
332,mateo.clark348@community.org,Mateo,Clark,1/22/10,participant,801-855-9791,Bountiful,UT,84085,,Local Library,STEM,default
333,penelope.garcia349@learners.net,Penelope,Garcia,1/12/10,participant,801-408-3545,Ogden,UT,84524,UVU,,Arts,default
334,harper.martin350@community.org,Harper,Martin,9/30/07,participant,801-450-2412,West Jordan,UT,84060,East Ridge Middle,,Arts,default
335,amelia.martin351@studentmail.org,Amelia,Martin,9/25/13,participant,801-924-3248,Logan,UT,84013,Westview High,,STEM,default
336,jackson.thompson352@learners.net,Jackson,Thompson,6/10/14,participant,801-329-5403,Orem,UT,84381,,Startup Lab,STEM,default
337,sophia.perez353@community.org,Sophia,Perez,12/23/13,participant,801-265-5308,Layton,UT,84537,,Local Library,Both,default
338,evelyn.young354@community.org,Evelyn,Young,9/18/10,participant,801-256-9185,Pleasant Grove,UT,84369,North Summit High,,Arts,default
339,lily.taylor355@ellarises.org,Lily,Taylor,1/22/98,participant,801-958-9336,Logan,UT,84234,Westview High,,STEM,default
340,addison.williams356@community.org,Addison,Williams,10/17/98,participant,801-353-3932,Draper,UT,84393,,Cafe Rio,Both,default
341,oliver.anderson357@learners.net,Oliver,Anderson,2/1/04,participant,801-937-6241,West Jordan,UT,84427,,Community Center,STEM,default
342,zoe.davis358@ellarises.org,Zoe,Davis,12/29/06,participant,801-728-1752,Orem,UT,84229,East Ridge Middle,,Arts,default
343,aurora.martin359@learners.net,Aurora,Martin,4/11/06,participant,801-667-1130,Ogden,UT,84567,Valley Charter,,Arts,default
344,brooklyn.flores360@studentmail.org,Brooklyn,Flores,5/20/02,participant,801-805-9083,Riverton,UT,84378,,Art Studio,Both,default
345,olivia.perez362@ellarises.org,Olivia,Perez,5/1/00,participant,801-955-6038,Bountiful,UT,84870,Valley Charter,,Both,default
346,lillian.clark363@community.org,Lillian,Clark,2/2/00,participant,801-345-5584,Provo,UT,84996,Westview High,,STEM,default
347,michael.clark364@learners.net,Michael,Clark,1/10/11,participant,801-965-2391,Riverton,UT,84998,East Ridge Middle,,Both,default
348,camila.sanchez365@ellarises.org,Camila,Sanchez,4/24/03,participant,801-878-3141,Provo,UT,84446,BYU,,Arts,default
349,aaliyah.sanchez366@learners.net,Aaliyah,Sanchez,9/4/99,participant,801-478-4827,Lehi,UT,84464,Valley Charter,,STEM,default
350,mila.martinez367@ellarises.org,Mila,Martinez,2/13/07,participant,801-677-6145,Orem,UT,84461,East Ridge Middle,,Both,default
351,stella.wilson368@community.org,Stella,Wilson,1/11/00,participant,801-471-2964,Murray,UT,84475,North Summit High,,Both,default
352,brooklyn.hill369@ellarises.org,Brooklyn,Hill,1/18/00,participant,801-535-3430,Sandy,UT,84856,,Art Studio,STEM,default
353,stella.sanchez370@ellarises.org,Stella,Sanchez,1/26/07,participant,801-378-1509,Murray,UT,84267,,Community Center,Arts,default
354,addison.miller371@community.org,Addison,Miller,4/8/98,participant,801-343-2989,Logan,UT,84824,Westview High,,STEM,default
355,evelyn.johnson373@ellarises.org,Evelyn,Johnson,11/21/00,participant,801-861-8265,Sandy,UT,84925,East Ridge Middle,,Arts,default
356,avery.williams374@community.org,Avery,Williams,4/1/14,participant,801-787-8096,Provo,UT,84173,SLCC,,Arts,default
357,sophia.harris375@community.org,Sophia,Harris,3/2/04,participant,801-419-4066,Orem,UT,84363,BYU,,Arts,default
358,scarlett.williams376@studentmail.org,Scarlett,Williams,5/15/99,participant,801-621-8848,Murray,UT,84511,East Ridge Middle,,Arts,default
359,hazel.rodriguez377@community.org,Hazel,Rodriguez,2/24/12,participant,801-738-5082,Sandy,UT,84659,,Retail Store,Both,default
360,emma.harris378@learners.net,Emma,Harris,9/8/10,participant,801-696-6636,Spanish Fork,UT,84558,,Cafe Rio,Arts,default
361,hazel.moore379@studentmail.org,Hazel,Moore,8/29/98,participant,801-811-4588,Salt Lake City,UT,84327,,Startup Lab,Arts,default
362,amelia.walker380@learners.net,Amelia,Walker,7/24/03,participant,801-363-2640,West Jordan,UT,84998,,Tech Apprenticeship,STEM,default
363,paisley.wright381@ellarises.org,Paisley,Wright,11/24/01,participant,801-597-6813,West Jordan,UT,84590,North Summit High,,STEM,default
364,aaliyah.thompson382@ellarises.org,Aaliyah,Thompson,8/18/10,participant,801-781-3328,Draper,UT,84971,Valley Charter,,Arts,default
365,ethan.martin383@studentmail.org,Ethan,Martin,3/21/03,participant,801-292-1920,Spanish Fork,UT,84039,,Local Library,STEM,default
366,emma.king384@community.org,Emma,King,12/4/00,participant,801-828-4300,Salt Lake City,UT,84340,UVU,,Both,default
367,layla.lee385@ellarises.org,Layla,Lee,6/27/00,participant,801-800-3320,Salt Lake City,UT,84152,,Community Center,Both,default
368,natalie.jones386@learners.net,Natalie,Jones,10/8/04,participant,801-303-6514,Bountiful,UT,84601,UVU,,STEM,default
369,lily.ramirez387@community.org,Lily,Ramirez,1/3/03,participant,801-924-6846,Lehi,UT,84179,,Tech Apprenticeship,Both,default
370,layla.harris388@learners.net,Layla,Harris,9/29/13,participant,801-381-1029,Murray,UT,84131,,Local Library,Arts,default
371,isabella.lopez389@learners.net,Isabella,Lopez,2/16/09,participant,801-779-2705,West Jordan,UT,84655,North Summit High,,Arts,default
372,evelyn.thomas390@learners.net,Evelyn,Thomas,11/25/13,participant,801-851-2453,Lehi,UT,84172,,Tech Apprenticeship,Both,default
373,skylar.lewis391@ellarises.org,Skylar,Lewis,11/11/05,participant,801-455-2110,Layton,UT,84215,BYU,,STEM,default
374,ava.brown392@community.org,Ava,Brown,4/15/07,participant,801-629-3725,Riverton,UT,84751,Mountain View High,,Arts,default
375,kennedy.wright393@community.org,Kennedy,Wright,8/25/01,participant,801-690-4695,Logan,UT,84849,Mountain View High,,STEM,default
376,isabella.jackson394@ellarises.org,Isabella,Jackson,9/1/05,participant,801-307-2215,Lehi,UT,84268,North Summit High,,Arts,default
377,lily.jones395@ellarises.org,Lily,Jones,10/20/13,participant,801-828-8909,Lehi,UT,84609,Westview High,,Arts,default
378,chloe.hill396@community.org,Chloe,Hill,8/11/02,participant,801-303-6424,Orem,UT,84055,Valley Charter,,Arts,default
379,ethan.taylor397@learners.net,Ethan,Taylor,10/24/06,participant,801-298-1813,Murray,UT,84244,,Local Library,Both,default
380,alexander.martinez398@ellarises.org,Alexander,Martinez,8/9/04,participant,801-637-2435,Draper,UT,84004,,Community Center,Both,default
381,levi.gonzalez399@ellarises.org,Levi,Gonzalez,11/3/99,participant,801-374-5781,Salt Lake City,UT,84212,Mountain View High,,STEM,default
382,bella.sanchez400@community.org,Bella,Sanchez,1/17/00,participant,801-876-5341,Spanish Fork,UT,84917,,Tech Apprenticeship,Both,default
383,hazel.lopez401@learners.net,Hazel,Lopez,1/1/99,participant,801-391-8303,Bountiful,UT,84379,BYU,,Arts,default
384,theodore.taylor402@studentmail.org,Theodore,Taylor,11/15/14,participant,801-263-3476,Layton,UT,84578,,Art Studio,Both,default
385,elizabeth.garcia403@learners.net,Elizabeth,Garcia,6/2/10,participant,801-974-4727,Taylorsville,UT,84995,Westview High,,Arts,default
386,michael.clark404@community.org,Michael,Clark,11/9/06,participant,801-506-2293,West Jordan,UT,84488,,Startup Lab,Both,default
387,isabella.allen405@studentmail.org,Isabella,Allen,11/17/01,participant,801-975-8357,Logan,UT,84973,North Summit High,,STEM,default
388,zoey.rodriguez406@ellarises.org,Zoey,Rodriguez,7/13/02,participant,801-899-8133,Taylorsville,UT,84081,,Community Center,Both,default
389,aria.hill407@learners.net,Aria,Hill,12/14/99,participant,801-944-2097,Lehi,UT,84933,SLCC,,Both,default
390,james.scott408@learners.net,James,Scott,9/16/13,participant,801-669-1202,Layton,UT,84533,,Local Library,Both,default
391,michael.clark409@ellarises.org,Michael,Clark,5/15/00,participant,801-351-2641,Taylorsville,UT,84154,,Local Library,STEM,default
392,aurora.wright410@learners.net,Aurora,Wright,10/31/10,participant,801-592-8955,Taylorsville,UT,84271,,Local Library,Arts,default
393,isabella.lopez411@learners.net,Isabella,Lopez,11/14/98,participant,801-833-7581,Bountiful,UT,84148,SLCC,,Arts,default
394,lillian.brown412@community.org,Lillian,Brown,7/30/05,participant,801-581-1331,Layton,UT,84919,,Community Center,Arts,default
395,bella.moore413@community.org,Bella,Moore,9/27/04,participant,801-433-3201,Logan,UT,84996,,Art Studio,Arts,default
396,claire.moore414@community.org,Claire,Moore,2/18/07,participant,801-652-4463,Ogden,UT,84193,,Art Studio,Arts,default
397,michael.white415@ellarises.org,Michael,White,12/23/04,participant,801-362-2075,Pleasant Grove,UT,84811,,Art Studio,Both,default
398,liam.rodriguez416@ellarises.org,Liam,Rodriguez,8/6/03,participant,801-405-1944,Orem,UT,84198,Westview High,,Arts,default
399,charlotte.white417@studentmail.org,Charlotte,White,11/26/06,participant,801-675-9275,Layton,UT,84378,,Tech Apprenticeship,STEM,default
400,sophia.thomas418@learners.net,Sophia,Thomas,8/23/08,participant,801-656-3909,Spanish Fork,UT,84609,,Local Library,Both,default
401,kennedy.thompson419@studentmail.org,Kennedy,Thompson,5/24/04,participant,801-905-2480,Layton,UT,84767,Westview High,,Arts,default
402,charlotte.hernandez420@studentmail.org,Charlotte,Hernandez,1/14/04,participant,801-430-4387,West Jordan,UT,84663,,Tech Apprenticeship,Arts,default
403,daniel.johnson421@ellarises.org,Daniel,Johnson,6/26/11,participant,801-335-3837,Spanish Fork,UT,84934,,Retail Store,STEM,default
404,victoria.taylor422@learners.net,Victoria,Taylor,4/18/08,participant,801-585-6713,Layton,UT,84434,BYU,,STEM,default
405,theodore.martin423@community.org,Theodore,Martin,8/5/10,participant,801-723-7131,Logan,UT,84008,,Tech Apprenticeship,Both,default
406,aurora.martin424@ellarises.org,Aurora,Martin,5/14/12,participant,801-544-5529,Spanish Fork,UT,84066,UVU,,Arts,default
407,lucy.martin425@studentmail.org,Lucy,Martin,4/11/99,participant,801-983-4937,St. George,UT,84530,,Retail Store,Both,default
408,liam.lee426@studentmail.org,Liam,Lee,10/27/03,participant,801-709-5843,Salt Lake City,UT,84672,,Startup Lab,Arts,default
409,liam.harris427@ellarises.org,Liam,Harris,5/24/13,participant,801-943-4643,Sandy,UT,84352,,Cafe Rio,Both,default
410,jack.thompson428@learners.net,Jack,Thompson,8/3/04,participant,801-873-3967,Orem,UT,84861,East Ridge Middle,,Arts,default
411,sofia.taylor429@studentmail.org,Sofia,Taylor,12/20/05,participant,801-291-4641,Lehi,UT,84671,Valley Charter,,Both,default
412,bella.clark430@learners.net,Bella,Clark,5/27/08,participant,801-799-5817,Draper,UT,84267,,Community Center,STEM,default
413,jack.brown431@ellarises.org,Jack,Brown,9/8/00,participant,801-399-9199,Spanish Fork,UT,84911,,Community Center,Both,default
414,leah.king432@learners.net,Leah,King,6/29/02,participant,801-354-3250,Taylorsville,UT,84056,UVU,,Arts,default
415,benjamin.martinez433@learners.net,Benjamin,Martinez,6/17/05,participant,801-282-8988,Orem,UT,84798,,Tech Apprenticeship,STEM,default
416,aaliyah.brown434@ellarises.org,Aaliyah,Brown,12/4/10,participant,801-414-3762,Riverton,UT,84281,,Retail Store,STEM,default
417,alexander.garcia435@studentmail.org,Alexander,Garcia,8/16/07,participant,801-639-7609,Taylorsville,UT,84649,Mountain View High,,Arts,default
418,ava.williams436@studentmail.org,Ava,Williams,12/23/14,participant,801-214-6279,Draper,UT,84973,,Community Center,Both,default
419,zoey.johnson437@ellarises.org,Zoey,Johnson,12/31/04,participant,801-910-6641,West Jordan,UT,84232,North Summit High,,STEM,default
420,hazel.allen438@learners.net,Hazel,Allen,7/10/04,participant,801-246-5885,Orem,UT,84067,Mountain View High,,Both,default
421,michael.hill439@learners.net,Michael,Hill,9/8/05,participant,801-903-3192,Taylorsville,UT,84910,,Startup Lab,Arts,default
422,stella.gonzalez440@studentmail.org,Stella,Gonzalez,4/23/14,participant,801-433-4675,Bountiful,UT,84020,North Summit High,,STEM,default
423,emma.nguyen441@studentmail.org,Emma,Nguyen,6/1/06,participant,801-928-1612,Logan,UT,84376,,Startup Lab,Both,default
424,eleanor.wright442@ellarises.org,Eleanor,Wright,1/31/99,participant,801-310-1323,Provo,UT,84678,,Art Studio,STEM,default
